Date,Open,High,Low,Close,Adj Close,Volume
2021-06-07,56.310001,56.340000,55.810001,56.040001,55.620895,14010800
2021-06-08,56.250000,56.250000,55.549999,55.650002,55.233814,10968300
2021-06-09,55.750000,55.919998,55.480000,55.480000,55.065083,9838800
2021-06-10,55.910000,56.119999,55.759998,55.910000,55.491867,12444400
2021-06-11,55.990002,56.209999,55.660000,56.160000,55.739998,11825800
2021-06-14,55.689999,55.709999,55.200001,55.549999,55.549999,9710800
2021-06-15,55.779999,55.790001,55.189999,55.410000,55.410000,11154200
2021-06-16,55.439999,55.459999,54.639999,54.669998,54.669998,15211700
2021-06-17,54.669998,55.150002,54.650002,54.950001,54.950001,10658400
2021-06-18,54.509998,54.619999,53.720001,53.770000,53.770000,31445600
2021-06-21,54.220001,54.430000,54.000000,54.360001,54.360001,14404300
2021-06-22,54.340000,54.849998,54.259998,54.560001,54.560001,13072800
2021-06-23,54.560001,54.599998,54.110001,54.119999,54.119999,12339200
2021-06-24,54.259998,54.419998,54.000000,54.389999,54.389999,11488400
2021-06-25,54.240002,54.470001,54.009998,54.320000,54.320000,18880300
2021-06-28,54.250000,54.369999,54.000000,54.259998,54.259998,10556900
2021-06-29,54.130001,54.340000,53.720001,53.860001,53.860001,12300900
2021-06-30,53.799999,54.180000,53.750000,54.110001,54.110001,14614200
2021-07-01,54.340000,54.480000,53.860001,53.959999,53.959999,13214700
2021-07-02,54.000000,54.450001,54.000000,54.180000,54.180000,10604600
2021-07-06,53.990002,54.090000,53.549999,53.880001,53.880001,15278200
2021-07-07,53.720001,54.380001,53.720001,54.320000,54.320000,14377700
2021-07-08,54.009998,54.169998,53.740002,54.130001,54.130001,11943900
2021-07-09,54.250000,54.520000,54.180000,54.459999,54.459999,10847000
2021-07-12,54.320000,54.599998,54.270000,54.480000,54.480000,15107600
2021-07-13,54.950001,55.299999,54.750000,55.020000,55.020000,15170800
2021-07-14,55.020000,56.349998,54.959999,56.259998,56.259998,22002700
2021-07-15,56.240002,56.470001,55.910000,56.439999,56.439999,15068200
2021-07-16,56.459999,56.680000,56.259998,56.400002,56.400002,14860500
2021-07-19,56.080002,56.349998,55.160000,55.730000,55.730000,19527000
2021-07-20,55.730000,56.330002,55.520000,55.830002,55.830002,16257900
2021-07-21,57.330002,57.560001,56.430000,56.549999,56.549999,20918200
2021-07-22,56.619999,56.740002,56.049999,56.470001,56.470001,13402700
2021-07-23,56.590000,57.330002,56.450001,57.009998,57.009998,12144000
2021-07-26,56.889999,57.119999,56.560001,57.060001,57.060001,8681100
2021-07-27,57.110001,57.540001,56.919998,57.259998,57.259998,12794400
2021-07-28,56.990002,57.160000,56.630001,56.740002,56.740002,9858000
2021-07-29,57.070000,57.250000,56.860001,57.049999,57.049999,9599100
2021-07-30,57.150002,57.250000,56.900002,57.029999,57.029999,11727000
2021-08-02,57.200001,57.240002,56.709999,56.880001,56.880001,9778000
2021-08-03,57.000000,57.000000,56.750000,56.919998,56.919998,8825500
2021-08-04,56.750000,56.950001,56.009998,56.099998,56.099998,11888400
2021-08-05,56.439999,56.590000,56.290001,56.500000,56.500000,9806800
2021-08-06,56.599998,56.740002,56.439999,56.639999,56.639999,10407900
2021-08-09,56.799999,56.880001,56.430000,56.650002,56.650002,8859900
2021-08-10,56.840000,57.169998,56.660000,56.799999,56.799999,10906900
2021-08-11,56.889999,57.180000,56.709999,56.730000,56.730000,8370700
2021-08-12,56.730000,56.980000,56.730000,56.840000,56.840000,6169200
2021-08-13,56.810001,57.299999,56.770000,57.230000,57.230000,7713600
2021-08-16,57.200001,57.490002,57.029999,57.480000,57.480000,7972000
2021-08-17,57.459999,57.560001,57.009998,57.279999,57.279999,10346400
2021-08-18,57.189999,57.230000,56.419998,56.500000,56.500000,13873700
2021-08-19,56.060001,56.980000,55.950001,56.860001,56.860001,9223700
2021-08-20,56.840000,57.029999,56.580002,56.639999,56.639999,10541000
2021-08-23,56.669998,56.750000,56.380001,56.439999,56.439999,8912800
2021-08-24,56.639999,56.639999,55.900002,56.009998,56.009998,12067200
2021-08-25,56.060001,56.169998,55.730000,56.070000,56.070000,11270700
2021-08-26,55.950001,55.980000,55.509998,55.540001,55.540001,10331500
2021-08-27,55.660000,55.790001,55.450001,55.650002,55.650002,8842200
2021-08-30,55.689999,56.200001,55.639999,56.180000,56.180000,10034700
2021-08-31,56.160000,56.520000,56.000000,56.310001,56.310001,14185700
2021-09-01,56.380001,56.799999,56.279999,56.689999,56.689999,9518900
2021-09-02,56.770000,57.029999,56.410000,56.770000,56.770000,11653200
2021-09-03,56.459999,56.770000,56.250000,56.730000,56.730000,13220400
2021-09-07,56.599998,56.689999,55.509998,55.669998,55.669998,20035300
2021-09-08,55.610001,56.480000,55.610001,56.419998,56.419998,12040100
2021-09-09,56.180000,56.419998,55.799999,55.860001,55.860001,12545400
2021-09-10,56.009998,56.130001,55.520000,55.610001,55.610001,10569400
